Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Engine,Seats,Price
Volkswagen Vento Diesel Trendline,2011,108626,Diesel,Manual,1598 CC,5,15695
Maruti Omni 8 Seater BSIV,2012,71791,Petrol,Manual,796 CC,5,8815
Honda Brio 1.2 VX MT,2012,91931,Petrol,Manual,1198 CC,5,13459
Tata Sumo Delux,2000,158000,Diesel,Manual,2956 CC,7,6450
Tata Indica Vista Aura 1.3 Quadrajet,2012,91183,Diesel,Manual,1248 CC,5,12255
Maruti Wagon R LXI BS IV,2012,65000,Petrol,Manual,998 CC,5,11395
Mahindra XUV500 W8 4WD,2015,88428,Diesel,Manual,2179 CC,7,45580
Tata Indigo LS Dicor,2008,138000,Diesel,Manual,1396 CC,5,5375
Maruti Ertiga Paseo VXI,2018,18000,Petrol,Manual,1373 CC,7,35475
Honda Accord 2.4 A/T,2011,60000,Petrol,Automatic,2354 CC,5,19135
Maruti Swift Dzire VDi,2012,48000,Diesel,Manual,1248 CC,5,15910
Ford Fiesta EXi 1.4 TDCi Ltd,2009,160000,Diesel,Manual,1399 CC,5,12040
Honda City ZX GXi,2008,40000,Petrol,Manual,1497 CC,5,7740
Audi A6 2011-2015 2.0 TDI Premium Plus,2014,51495,Diesel,Automatic,1968 CC,5,94385
BMW 6 Series 640d Gran Coupe,2011,30000,Diesel,Automatic,2993 CC,4,210700
Audi Q7 45 TDI Quattro Technology,2017,97430,Diesel,Automatic,2967 CC,7,269481
Maruti Zen Estilo LXI Green (CNG),2008,42496,CNG,Manual,998 CC,5,6020
Hyundai i20 1.4 CRDi Asta,2012,83000,Diesel,Manual,1396 CC,5,23650
Hyundai i10 Sportz AT,2009,37000,Petrol,Automatic,1197 CC,5,12685
Honda Jazz 1.2 V CVT i VTEC,2016,28503,Petrol,Automatic,1199 CC,5,29498
Maruti Swift VDI BSIV,2015,76496,Diesel,Manual,1248 CC,5,26445
Hyundai i20 Asta 1.2,2011,79152,Petrol,Manual,1197 CC,5,14190
Volkswagen Polo Petrol Comfortline 1.2L,2011,32000,Petrol,Manual,1198 CC,5,10965
Maruti Alto LXi,2009,35000,Petrol,Manual,796 CC,5,6450
Toyota Corolla H4,2004,105000,Petrol,Automatic,1794 CC,5,10750
Maruti Alto LXi,2006,56000,Petrol,Manual,796 CC,5,6020
Tata Manza ELAN Quadrajet BS IV,2012,73000,Diesel,Manual,1248 CC,5,14620
Maruti Alto LXi,2012,38000,Petrol,Manual,796 CC,5,9675
Skoda Octavia Ambition Plus 2.0 TDI AT,2013,775000,Diesel,Automatic,1968 CC,5,32250
Toyota Corolla H4,2008,80000,Petrol,Automatic,1794 CC,5,12040
Hyundai i20 Asta Option 1.2,2016,24973,Petrol,Manual,1197 CC,5,32938
Maruti Vitara Brezza LDi,2016,45000,Diesel,Manual,1248 CC,5,30745
Honda City 1.5 V MT,2010,87430,Petrol,Manual,1497 CC,5,15050
Tata Indica Vista Aqua 1.3 Quadrajet,2014,133944,Diesel,Manual,1248 CC,5,15050
Honda Amaze S i-Dtech,2013,57000,Diesel,Manual,1498 CC,5,14835
Hyundai EON D Lite Plus,2016,27904,Petrol,Manual,814 CC,5,15265
BMW 3 Series Luxury Line,2015,30717,Diesel,Automatic,1995 CC,5,111757
Hyundai Verna 1.6 SX,2012,80000,Diesel,Manual,1582 CC,5,22575
Tata Manza Club Class Quadrajet90 LS,2013,47304,Diesel,Manual,1248 CC,5,12470
Skoda Octavia RS,2005,100000,Petrol,Automatic,1984 CC,5,8815
Maruti Alto K10 VXI,2017,30000,Petrol,Manual,998 CC,5,16125
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,68000,Diesel,Manual,1498 CC,5,29025
Chevrolet Spark 1.0 LS,2011,21000,Petrol,Manual,995 CC,5,4085
Jaguar XF 2.0 Diesel Portfolio,2017,21000,Diesel,Automatic,1999 CC,5,223600
Honda CR-V RVi MT,2007,119000,Petrol,Manual,1997 CC,5,16813
Skoda Superb L&K 1.8 TSI AT,2019,13747,Petrol,Automatic,1798 CC,5,117390
Hyundai i10 Magna 1.2,2009,620000,Petrol,Manual,1197 CC,5,11610
Maruti Swift LDI,2013,70000,Diesel,Manual,1248 CC,5,15050
Maruti Swift Dzire VXi AT,2016,18000,Petrol,Automatic,1197 CC,5,26660
Nissan Micra Diesel XV,2011,83000,Diesel,Manual,1461 CC,5,11825
Maruti Swift Dzire Tour LDI,2015,130000,Diesel,Manual,1248 CC,5,13975
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,63400,Diesel,Manual,1399 CC,5,13975
Maruti Zen LX,2003,65000,Petrol,Manual,993 CC,5,2795
Mini Clubman Cooper S,2017,8350,Petrol,Manual,1998 CC,5,150500
Toyota Etios GD,2014,45000,Diesel,Manual,1364 CC,5,13975
Maruti Alto 800 2016-2019 LXI,2018,26200,Petrol,Manual,796 CC,5,12470
Maruti Alto VXi,2011,11000,Petrol,Manual,796 CC,5,12470
BMW X5 3.0d,2009,90000,Diesel,Automatic,2993 CC,5,76325
Nissan Teana XV,2015,74000,Petrol,Automatic,2496 CC,5,35475
Hyundai Grand i10 AT Asta,2015,37081,Petrol,Automatic,1197 CC,5,24811
Maruti Vitara Brezza ZDi Plus,2017,39000,Diesel,Manual,1248 CC,5,40807
Audi Q7 3.0 TDI Quattro Premium Plus,2008,99000,Diesel,Automatic,2967 CC,7,55685
Mercedes-Benz GLA Class 200 CDI,2015,38000,Diesel,Automatic,2143 CC,5,86000
Maruti 800 AC,2007,72000,Petrol,Manual,796 CC,4,4300
Renault Duster 85PS Diesel RxL,2015,93000,Diesel,Manual,1461 CC,5,30530
Toyota Corolla Altis D-4D GL,2017,5900,Diesel,Manual,1364 CC,5,70950
Mercedes-Benz New C-Class 220,2014,25000,Diesel,Manual,2148 CC,5,111800
Maruti Ritz VDi,2010,68000,Diesel,Manual,1248 CC,5,13760
Honda BRV i-VTEC V CVT,2017,35676,Petrol,Automatic,1497 CC,7,40764
Hyundai Xcent 1.1 CRDi Base,2015,74310,Diesel,Manual,1120 CC,5,17200
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,2014,59364,Diesel,Automatic,2143 CC,5,113950
Mercedes-Benz B Class B180,2014,41380,Petrol,Automatic,1595 CC,5,50611
Mercedes-Benz E-Class 2015-2017 E250 Edition E,2017,33900,Diesel,Automatic,2143 CC,5,159100
Honda City i VTEC VX Option,2016,28000,Petrol,Manual,1497 CC,5,37625
Hyundai Santro Xing XL eRLX Euro III,2007,50958,Petrol,Manual,1086 CC,5,8385
Honda City 1.5 S MT,2011,93982,Petrol,Manual,1497 CC,5,16125
Hyundai Verna Transform VTVT,2010,95000,Petrol,Manual,1599 CC,5,10750
Jaguar XE Portfolio,2017,9000,Petrol,Automatic,1999 CC,5,148350
Honda Amaze S i-Vtech,2015,52516,Petrol,Manual,1198 CC,5,19995
Mini Cooper Convertible 1.6,2015,20000,Petrol,Automatic,1598 CC,4,137600
Mercedes-Benz S Class 2005 2013 S 350 CDI,2017,56451,Diesel,Automatic,2987 CC,5,270083
Hyundai EON Magna Plus,2014,37000,Petrol,Manual,814 CC,5,13975
Maruti Wagon R VXI BS IV,2014,17400,Petrol,Manual,998 CC,5,13330
Maruti Ritz LDi,2011,90207,Diesel,Manual,1248 CC,5,16813
BMW 3 Series 320d Sedan,2011,89616,Diesel,Automatic,1995 CC,5,47300
Tata Xenon XT EX 4X2,2014,85000,Diesel,Manual,2179 CC,5,15050
Audi A3 35 TDI Attraction,2014,79271,Diesel,Automatic,1968 CC,5,70950
Land Rover Range Rover 2.2L Dynamic,2012,56000,Diesel,Automatic,2179 CC,5,129000
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2010,85001,Diesel,Automatic,2987 CC,7,120400
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,2018,12000,Diesel,Automatic,2477 CC,7,120400
Maruti Alto LX,2010,125000,Petrol,Manual,796 CC,5,3956
Maruti Wagon R LXI BSIII,2013,53000,Petrol,Manual,1061 CC,5,11825
Land Rover Range Rover 2.2L Prestige,2017,34990,Diesel,Automatic,2179 CC,5,231469
Hyundai Verna 1.6 SX VTVT,2011,49768,Petrol,Manual,1591 CC,5,21285
BMW 5 Series 525d Sedan,2013,56000,Diesel,Automatic,2993 CC,5,144050
Jaguar XF Diesel,2013,75000,Diesel,Automatic,2993 CC,5,120185
Skoda Superb Elegance 1.8 TSI AT,2010,57000,Petrol,Automatic,1798 CC,5,31175
Audi Q3 35 TDI Quattro Premium,2017,37542,Diesel,Automatic,1968 CC,5,110553
Land Rover Range Rover 2.2L Pure,2014,95649,Diesel,Automatic,2179 CC,5,127581
Mercedes-Benz New C-Class 220 CDI AT,2013,35299,Diesel,Automatic,2143 CC,5,81700
Mahindra Scorpio S10 4WD,2017,28464,Diesel,Manual,2179 CC,7,56115
BMW 3 Series Luxury Line,2015,41000,Diesel,Automatic,1995 CC,5,109650
Honda BR-V i-VTEC S MT,2017,9000,Petrol,Manual,1497 CC,7,36550
Volvo S80 2006-2013 D5,2010,92098,Diesel,Automatic,2400 CC,5,31175
Hyundai Accent GLE,2005,5834,Petrol,Manual,1495 CC,5,3440
Hyundai i20 Active SX Petrol,2017,40250,Petrol,Manual,1197 CC,5,29670
Mercedes-Benz GLC 43 AMG Coupe,2018,22397,Petrol,Automatic,2996 CC,5,305257
Hyundai EON Magna Plus,2015,20800,Petrol,Manual,814 CC,5,9675
Hyundai Grand i10 SportZ Edition,2018,40322,Petrol,Manual,1197 CC,5,23650
Honda City 1.5 EXI S,2013,52576,Petrol,Manual,1493 CC,5,18705
Volkswagen Polo Petrol Trendline 1.2L,2010,55000,Petrol,Manual,1198 CC,5,9675
Audi A6 35 TFSI Matrix,2016,47000,Petrol,Automatic,1798 CC,5,105350
Volkswagen Jetta 2007-2011 1.9 L TDI,2010,42021,Diesel,Manual,1968 CC,5,23435
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,23163,Petrol,Manual,1591 CC,5,51729
Mercedes-Benz New C-Class C 200 CGI Avantgarde,2011,50000,Petrol,Automatic,1796 CC,5,36550
Mini Cooper Convertible S,2014,11900,Petrol,Automatic,1998 CC,4,122550
Hyundai Santro Xing XO eRLX Euro II,2006,108000,Petrol,Manual,1086 CC,5,5160
Toyota Etios VD,2013,37000,Diesel,Manual,1364 CC,5,24725
Honda Brio S MT,2014,30000,Petrol,Manual,1198 CC,5,13760
Maruti Baleno Alpha Automatic,2018,12831,Petrol,Automatic,1197 CC,5,42527
Skoda Laura Ambiente 2.0 TDI CR AT,2012,143017,Diesel,Automatic,1968 CC,5,28294
Hyundai EON Era Plus,2018,13102,Petrol,Manual,814 CC,5,17458
Renault Captur 1.5 Diesel RXL,2019,24950,Diesel,Manual,1461 CC,5,57491
BMW 5 Series 2003-2012 GT 530d LE,2011,57832,Diesel,Automatic,2993 CC,5,111026
Maruti Alto 800 LXI,2016,34267,Petrol,Manual,796 CC,5,16082
Volvo V40 D3,2015,33000,Diesel,Automatic,1984 CC,5,94600
Maruti Wagon R LXI BSII,2007,55100,Petrol,Manual,998 CC,5,6235
Honda City ZX GXi,2008,40000,Petrol,Manual,1497 CC,5,8600
Maruti Eeco 5 STR With AC Plus HTR CNG,2017,31841,CNG,Manual,1196 CC,5,20210
Chevrolet Enjoy 1.4 LS 8,2014,15000,Petrol,Manual,1399 CC,8,16125
Mahindra Bolero ZLX,2016,82756,Diesel,Manual,2523 CC,7,33110
Hyundai Santro GLS I - Euro I,2012,50243,Petrol,Manual,1086 CC,5,14405
Hyundai EON D Lite,2014,20600,Petrol,Manual,814 CC,5,11180
Hyundai Creta 1.6 SX Plus Petrol Automatic,2017,29952,Petrol,Automatic,1591 CC,5,59211
Volkswagen Vento 1.6 Comfortline,2017,15000,Petrol,Manual,1598 CC,5,30530
Honda Civic 2006-2010 1.8 S AT,2008,61938,Petrol,Automatic,1799 CC,5,11395
Tata Indica Vista Quadrajet LS,2014,67000,Diesel,Manual,1248 CC,5,10750
Mahindra XUV500 W8 2WD,2013,61672,Diesel,Manual,2179 CC,7,32379
Hyundai i20 1.2 Asta Option,2017,26185,Petrol,Manual,1197 CC,5,34314
Audi Q5 30 TDI quattro Premium Plus,2014,38000,Diesel,Automatic,1968 CC,5,167700
Maruti Ritz VXi,2011,67000,Petrol,Manual,1197 CC,5,9675
Mitsubishi Cedia Sports,2010,66000,Petrol,Manual,1999 CC,5,16555
Toyota Innova 2.5 V Diesel 7-seater,2015,80883,Diesel,Manual,2494 CC,7,58050
Maruti Celerio LDi,2016,80219,Diesel,Manual,793 CC,5,15050
Maruti S-Cross Delta DDiS 200 SH,2018,12923,Diesel,Manual,1248 CC,5,38356
Audi Q3 35 TDI Quattro Premium Plus,2016,86642,Diesel,Automatic,1968 CC,5,87591
BMW 3 Series Luxury Line,2016,19235,Diesel,Automatic,1995 CC,5,156950
Audi Q7 4.2 TDI Quattro Technology,2016,51002,Diesel,Automatic,4134 CC,7,210313
Hyundai i20 2015-2017 Asta 1.2,2016,6800,Petrol,Manual,1197 CC,5,30960
Renault Duster 110PS Diesel RxL,2012,82749,Diesel,Manual,1461 CC,5,25757
Hyundai Xcent 1.1 CRDi S Celebration Edition,2016,51000,Diesel,Manual,1120 CC,5,22575
Ford Ecosport 1.5 DV5 MT Titanium,2014,31465,Diesel,Manual,1498 CC,5,27950
Volkswagen Polo Petrol Trendline 1.2L,2013,76476,Petrol,Manual,1198 CC,5,18920
Hyundai Grand i10 CRDi Magna,2017,14000,Diesel,Manual,1120 CC,5,19780
Tata Manza Aqua Quadrajet BS IV,2013,47000,Diesel,Manual,1248 CC,5,12685
Honda City 1.5 V MT,2011,48466,Petrol,Manual,1497 CC,5,14018
Hyundai Santro Xing GLS,2008,46000,Petrol,Manual,1086 CC,5,9546
Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,162663,Diesel,Manual,2494 CC,7,45150
Maruti Ciaz 1.3 S,2017,25142,Diesel,Manual,1248 CC,5,35518
Toyota Fortuner 4x4 MT TRD Sportivo,2013,69000,Diesel,Manual,2982 CC,7,62135
Ford Fiesta 1.6 SXI ABS Duratec,2009,80524,Petrol,Manual,1596 CC,5,10750
Mercedes-Benz E-Class E 220 d,2018,26405,Petrol,Automatic,1950 CC,5,221149
Mercedes-Benz New C-Class 220 CDI MT,2014,45000,Diesel,Manual,2148 CC,5,98900
Skoda Yeti Ambition 4X2,2012,64284,Diesel,Manual,1968 CC,5,23650
Hyundai Grand i10 Sportz,2015,27000,Petrol,Manual,1197 CC,5,19350
Ford Figo 2015-2019 1.2P Titanium MT,2018,3678,Petrol,Manual,1196 CC,5,29240
Skoda Octavia Ambition 1.4 TSI MT,2013,21000,Petrol,Manual,1395 CC,5,37625
Renault Duster 85PS Diesel RxL Option,2015,67000,Diesel,Manual,1461 CC,5,30100
Land Rover Range Rover Evoque 2.0 TD4 Pure,2015,24000,Diesel,Automatic,1999 CC,5,144050
Ford Figo Diesel EXI,2011,75000,Diesel,Manual,1399 CC,5,9675
Ford Endeavour Hurricane Limited Edition,2008,179000,Diesel,Automatic,2953 CC,7,18232
Toyota Fortuner 4x4 MT,2017,47198,Diesel,Manual,2982 CC,7,122206
Volkswagen Polo Diesel Comfortline 1.2L,2012,52000,Diesel,Manual,1199 CC,5,11825
Maruti Ritz VDi,2011,91000,Diesel,Manual,1248 CC,5,12900
Nissan Micra Diesel XV Premium,2013,60000,Diesel,Manual,1461 CC,5,15265
Hyundai Verna 1.6 SX,2013,37873,Diesel,Manual,1582 CC,5,20640
BMW 5 Series 2003-2012 523i,2011,31000,Petrol,Automatic,2497 CC,5,58050
Mercedes-Benz GLS 350d 4MATIC,2017,129000,Diesel,Automatic,2987 CC,7,240800
Honda CR-V 2.4L 4WD AT,2004,78000,Petrol,Automatic,2354 CC,5,17157
Hyundai Creta 1.6 CRDi AT SX Plus,2016,32000,Diesel,Automatic,1582 CC,5,66650
Hyundai i10 Era,2010,59000,Petrol,Manual,1086 CC,5,9976
Mercedes-Benz A Class A200 CDI Sport,2016,35437,Diesel,Automatic,2143 CC,5,79894
Maruti Ertiga VXI,2014,98000,Petrol,Manual,1373 CC,7,23650
Skoda Octavia Classic 1.9 TDI MT,2006,72000,Diesel,Manual,1896 CC,5,13760
Honda Amaze VX i-Vtech,2015,79000,Petrol,Manual,1198 CC,5,17200
Maruti Zen LXi BSII,2004,29000,Petrol,Manual,993 CC,5,6880
Maruti SX4 ZXI MT BSIV,2013,66012,Petrol,Manual,1586 CC,5,17845
Honda Brio VX AT,2014,35000,Petrol,Automatic,1198 CC,5,18275
Maruti Wagon R VXI,2011,75000,Petrol,Manual,998 CC,5,11180
Toyota Camry A/T,2008,80000,Petrol,Automatic,2362 CC,5,14749
Chevrolet Beat LS,2012,32717,Petrol,Manual,1199 CC,5,10965
Toyota Fortuner 4x4 AT,2017,25000,Diesel,Automatic,2982 CC,7,137600
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,79000,Diesel,Manual,1498 CC,5,26875
Maruti Swift Vdi BSIII,2010,86000,Diesel,Manual,1248 CC,5,15480
Mercedes-Benz S Class 2005 2013 S 350 CDI,2010,137000,Diesel,Automatic,2987 CC,5,79550
Honda Mobilio S i VTEC,2015,25000,Petrol,Manual,1497 CC,7,18275
Hyundai Grand i10 Sportz,2017,8500,Petrol,Manual,1197 CC,5,20640
Mahindra XUV500 AT W8 FWD,2015,34000,Diesel,Automatic,2179 CC,7,55900
Skoda Fabia 1.6 MPI Elegance,2012,41629,Petrol,Manual,1598 CC,5,9675
Hyundai Santro Xing GLS,2009,80227,Petrol,Manual,1086 CC,5,9890
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2019,8587,Petrol,Manual,1591 CC,5,58308
Mahindra Scorpio 1.99 S8,2017,30000,Diesel,Manual,1997 CC,7,52675
Skoda Rapid 1.6 TDI Ambition,2013,64186,Diesel,Manual,1598 CC,5,16168
Renault Duster 110PS Diesel RxZ,2015,76427,Diesel,Manual,1461 CC,5,36894
BMW X5 xDrive 30d,2011,75000,Diesel,Automatic,2993 CC,5,118250
Toyota Etios G,2013,27075,Petrol,Manual,1496 CC,5,21285
Maruti Wagon R LXI,2012,30000,Petrol,Manual,998 CC,5,14190
Hyundai Creta 1.6 SX,2016,69434,Petrol,Manual,1591 CC,5,34400
Maruti Celerio VXI,2014,56000,Petrol,Manual,998 CC,5,11997
Land Rover Range Rover HSE Dynamic,2017,49275,Diesel,Automatic,2179 CC,5,196252
Chevrolet Beat LT,2014,8700,Petrol,Manual,1199 CC,5,10965
Tata Nano Twist XT,2014,18000,Petrol,Manual,624 CC,4,4300
Audi A6 2011-2015 35 TDI Technology,2017,41041,Diesel,Automatic,1968 CC,5,161508
Mercedes-Benz E-Class 280 CDI,2009,80464,Diesel,Automatic,2987 CC,5,39947
Maruti Swift VXI,2019,20667,Petrol,Manual,1197 CC,5,27391
Fiat Linea T Jet,2013,60283,Petrol,Manual,1368 CC,5,12814
Maruti Swift VXI Optional,2017,31696,Petrol,Manual,1197 CC,5,24725
Toyota Fortuner 3.0 Diesel,2010,100000,Diesel,Manual,2982 CC,7,55900
Maruti Ertiga ZXI,2014,13361,Petrol,Manual,1373 CC,7,29240
BMW 3 Series 320i Sedan,2010,48394,Petrol,Automatic,1995 CC,5,45107
Maruti Ertiga VXI,2014,47399,Petrol,Manual,1373 CC,7,24080
Honda City 1.5 V AT,2010,69000,Petrol,Automatic,1497 CC,5,12255
Hyundai Santa Fe 4X4,2013,65278,Diesel,Manual,2199 CC,7,35948
Tata Indigo LS,2005,108000,Diesel,Manual,1405 CC,5,4300
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,2010,50645,Petrol,Automatic,2497 CC,5,46225
Maruti Swift Dzire LDi,2011,130002,Diesel,Manual,1248 CC,5,16555
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,107000,Diesel,Manual,1399 CC,5,12900
Honda City i VTEC CVT VX,2015,41950,Petrol,Automatic,1497 CC,5,41280
Toyota Fortuner 4x2 Manual,2012,109000,Diesel,Manual,2982 CC,7,56975
Honda Amaze VX O i VTEC,2016,9000,Petrol,Manual,1198 CC,5,24725
Hyundai i20 Asta 1.4 CRDi,2014,43900,Diesel,Manual,1396 CC,5,29025
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,64000,Diesel,Manual,1248 CC,7,20855
Mercedes-Benz New C-Class Progressive C 200,2019,13190,Petrol,Automatic,1950 CC,5,167657
Maruti SX4 ZXI AT Leather,2009,77652,Petrol,Automatic,1586 CC,5,12255
Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,55000,Diesel,Manual,2494 CC,7,40893
BMW 5 Series 2003-2012 520d,2012,59900,Diesel,Automatic,1995 CC,5,79550
Renault Duster 110PS Diesel RxZ,2015,73539,Diesel,Manual,1461 CC,5,29025
BMW X1 sDrive 20d xLine,2017,31645,Diesel,Automatic,1995 CC,5,126420
Honda City ZX GXi,2009,69690,Petrol,Manual,1497 CC,5,14147
Maruti Ciaz RS ZDi Plus SHVS,2016,41000,Diesel,Manual,1248 CC,5,40850
Maruti Swift Dzire VXi,2010,109200,Petrol,Manual,1298 CC,5,9460
Mahindra XUV500 W6 2WD,2012,80000,Diesel,Manual,2179 CC,7,27950
Honda Civic 2006-2010 1.8 S MT,2007,51000,Petrol,Manual,1799 CC,5,21070
Maruti Ertiga ZDI,2013,105000,Diesel,Manual,1248 CC,7,29025
Toyota Etios Liva GD,2013,179000,Diesel,Manual,1364 CC,5,16340
Audi TT 2.0 TFSI,2013,12100,Petrol,Automatic,1984 CC,2,126850
Skoda Rapid 1.5 TDI Style,2017,31000,Diesel,Manual,1498 CC,5,45150
Volkswagen Polo 1.5 TDI Highline,2015,50000,Diesel,Manual,1498 CC,5,26660
Skoda Laura 1.9 TDI AT Elegance,2009,48000,Diesel,Automatic,1896 CC,5,21500
Mahindra Renault Logan 1.5 DLE Diesel,2007,35000,Diesel,Manual,1461 CC,5,9890
Toyota Innova Crysta 2.8 GX AT,2016,100200,Diesel,Automatic,2755 CC,7,73100
BMW 3 Series 320d Luxury Line,2014,47000,Diesel,Automatic,1995 CC,5,109650
Honda Jazz 1.5 S i DTEC,2015,63642,Diesel,Manual,1498 CC,5,24295
Honda Amaze VX i-DTEC,2015,62550,Diesel,Manual,1498 CC,5,24080
Jaguar XF 2.2 Litre Luxury,2015,37340,Diesel,Automatic,2179 CC,5,128914
Maruti Swift Dzire VDI,2016,38461,Diesel,Manual,1248 CC,5,31777
Jeep Compass 2.0 Limited,2018,29000,Diesel,Manual,1956 CC,5,81700
Toyota Corolla Altis 1.8 Sport,2010,31000,Petrol,Manual,1794 CC,5,21500
Honda City 1.5 V MT,2011,42086,Petrol,Manual,1497 CC,5,14405
Maruti Swift ZXI,2013,49000,Petrol,Manual,1197 CC,5,19135
Hyundai Verna 1.6 SX CRDI (O) AT,2019,77240,Diesel,Automatic,1582 CC,5,35733
Mahindra Bolero ZLX,2012,105000,Diesel,Manual,2523 CC,7,25800
Maruti Swift VDI,2014,35000,Diesel,Manual,1248 CC,5,22575
Hyundai Santro Xing XO,2006,83072,Petrol,Manual,1086 CC,5,6020
Audi A6 2011-2015 2.0 TDI Premium Plus,2012,202082,Diesel,Automatic,1968 CC,5,52890
Ford Ikon 1.3 LXi NXt,2004,129000,Petrol,Manual,1299 CC,5,6450
Volkswagen Polo 1.5 TDI Highline,2018,33558,Diesel,Manual,1498 CC,5,34916
Mahindra Bolero VLX CRDe,2012,60271,Diesel,Manual,2523 CC,7,26316
Honda City i DTEC VX Option,2017,45366,Diesel,Manual,1498 CC,5,46784
Chevrolet Sail Hatchback 1.2 LS,2014,9500,Petrol,Manual,1199 CC,5,15050
Hyundai i20 1.2 Spotz,2016,42362,Petrol,Manual,1197 CC,5,26445
BMW X1 sDrive 20d Sportline,2016,21000,Diesel,Automatic,1995 CC,5,141900
BMW X1 sDrive 20d Exclusive,2012,15200,Diesel,Automatic,1995 CC,5,58050
Toyota Fortuner 4x2 AT,2015,43690,Diesel,Automatic,2982 CC,7,73573
Audi Q7 4.2 TDI Quattro Technology,2014,79926,Diesel,Automatic,4134 CC,7,128011
Maruti Ertiga VDI,2013,53073,Diesel,Manual,1248 CC,7,25585
Hyundai i20 1.2 Magna,2015,59000,Petrol,Manual,1197 CC,5,24725
Mercedes-Benz S Class 2005 2013 S 350 L,2006,47088,Petrol,Automatic,3498 CC,5,81700
Renault Duster 85PS Diesel RxL,2014,55000,Diesel,Manual,1461 CC,5,20425
Mahindra Quanto C2,2013,80430,Diesel,Manual,1493 CC,7,14190
Toyota Fortuner 4x2 AT,2013,71932,Diesel,Automatic,2982 CC,7,70950
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2014,19000,Diesel,Automatic,2993 CC,7,189200
Maruti Swift Dzire VDi,2011,81759,Diesel,Manual,1248 CC,5,18877
Maruti Swift LDI Optional,2018,52010,Diesel,Manual,1248 CC,5,26660
Audi A6 2011-2015 35 TFSI Technology,2016,58953,Petrol,Automatic,1984 CC,5,104146
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2008,93000,Diesel,Manual,2835 CC,6,23435
Jaguar XF 2.2 Litre Executive,2016,10000,Diesel,Automatic,2179 CC,5,189200
Toyota Innova Crysta 2.8 ZX AT,2019,40674,Diesel,Automatic,2755 CC,7,106726
Skoda Octavia Ambition 2.0 TDI AT,2015,50000,Diesel,Automatic,1968 CC,5,50267
Toyota Corolla Altis VL AT,2018,1331,Petrol,Automatic,1798 CC,5,86000
Maruti Omni 8 Seater BSII,2010,60000,Petrol,Manual,796 CC,8,6235
Mercedes-Benz GLC 220d 4MATIC Style,2018,10003,Diesel,Automatic,2143 CC,5,208550
Volkswagen Vento 1.5 TDI Highline AT,2016,25000,Diesel,Automatic,1498 CC,5,40635
Mahindra XUV500 W10 2WD,2015,73000,Diesel,Manual,2179 CC,7,53750
Nissan Terrano XL 85 PS,2014,59962,Diesel,Manual,1461 CC,5,29670
Hyundai Verna 1.6 SX CRDi (O),2012,72000,Diesel,Manual,1582 CC,5,24940
BMW 5 Series 2013-2017 530d M Sport,2016,20967,Diesel,Automatic,2993 CC,5,191608
Mahindra Scorpio S4 Plus,2015,35000,Diesel,Manual,2179 CC,7,36550
Hyundai Verna 1.6 CRDi SX,2017,38056,Diesel,Manual,1582 CC,5,46010
Audi Q7 3.0 TDI Quattro Premium Plus,2009,94000,Diesel,Automatic,2967 CC,7,51600
Chevrolet Aveo U-VA 1.2 LT,2010,64236,Petrol,Manual,1150 CC,5,10492
Mahindra Bolero ZLX BSIII,2000,124000,Diesel,Manual,2523 CC,7,8385
Hyundai Xcent 1.2 Kappa S,2014,7400,Petrol,Manual,1197 CC,5,18705
Toyota Innova Crysta 2.4 GX MT 8S,2017,52000,Diesel,Manual,2393 CC,8,75250
Hyundai EON Era Plus,2015,68764,Petrol,Manual,814 CC,5,12470
Volkswagen Polo Diesel Comfortline 1.2L,2013,64000,Diesel,Manual,1199 CC,5,12470
Maruti Vitara Brezza ZDi,2016,21558,Diesel,Manual,1248 CC,5,38270
BMW 3 Series 320d Prestige,2013,37500,Diesel,Automatic,1995 CC,5,72025
Hyundai EON Sportz,2016,14077,Petrol,Manual,814 CC,5,16985
Honda City 1.5 S MT,2009,70000,Petrol,Manual,1497 CC,5,9030
Honda Accord 2.4 MT,2011,54316,Petrol,Manual,2354 CC,5,18447
Mahindra Xylo E8,2009,90764,Diesel,Manual,2498 CC,8,16555
BMW 3 Series 320d,2009,137000,Diesel,Automatic,1995 CC,5,38700
Honda City V MT,2013,127000,Petrol,Manual,1497 CC,5,19350
Mahindra XUV500 W10 2WD,2016,51884,Diesel,Manual,2179 CC,7,53578
